,id,genero,carro,bens_propriedade,filhos,renda_anual,tipo_renda,escolaridade,estado_civil,estilo_vida,contar_aniverisario,desempregado,celular,telefone_comercial,telefone,email_id,tipo_ocupação,tamanho_familia,status
372,5150047,F,N,Y,0,283500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17958.0,-655,1,0,0,0,Vendas,2,0
373,5035791,F,Y,Y,0,90000.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-21973.0,365243,1,0,0,0,Prefiro não informar,1,0
374,5021682,M,N,Y,0,222626.83,Associado Comercial,Ensino medio,Divorciado,Casa/Apartamento,-18745.0,-3653,1,0,0,0,Limpeza,1,0
375,5088699,F,Y,Y,0,252000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17562.0,-1261,1,0,0,0,Medicina,2,0
376,5115797,F,N,Y,1,135000.0,Associado Comercial,Ensino medio,Solteiro,Casa/Apartamento,-14578.0,-7346,1,0,0,0,Funcionario,2,0
377,5023460,F,Y,Y,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa/Apartamento,-21012.0,365243,1,0,0,0,Prefiro não informar,1,0
378,5096466,M,Y,N,1,450000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-19410.0,-5545,1,1,0,0,Gerente,3,0
379,5146472,F,Y,Y,0,180000.0,Associado Comercial,Ensino superior,Uniao Estavel,Casa/Apartamento,-14133.0,-3810,1,0,0,0,Vendas,2,0
380,5024527,F,N,Y,0,270000.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-20967.0,365243,1,0,1,0,Prefiro não informar,1,0
381,5095193,M,Y,Y,1,495000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,,-1190,1,0,1,0,Gerente,3,0
382,5068156,M,Y,Y,0,180000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-19565.0,-3246,1,0,0,0,Prefiro não informar,2,0
383,5117756,M,Y,N,0,306000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-16011.0,-1649,1,0,0,0,Gerente,2,0
384,5066507,F,N,Y,0,157500.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-17538.0,-7676,1,0,1,0,Serviço Privado,1,0
385,5143164,F,N,N,2,180000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-13791.0,-1353,1,1,0,0,Contador,4,0
386,5088834,F,N,Y,0,612000.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-12563.0,-3715,1,0,0,1,Contador,2,0
387,5135841,F,N,Y,1,36000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-12417.0,-1113,1,0,1,0,Core staff,3,0
388,5023059,M,Y,Y,1,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11279.0,-508,1,0,0,0,Funcionario,3,0
389,5125325,M,Y,N,0,292500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-20874.0,-2722,1,0,0,0,Prefiro não informar,2,0
390,5135574,F,Y,Y,0,180000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11749.0,-992,1,0,0,0,Medicina,2,0
391,5009053,F,N,Y,2,202500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-10997.0,-2289,1,0,0,1,Core staff,4,0
392,5028292,F,N,Y,0,292500.0,CLT/PJ,Ensino superior,Divorciado,Casa/Apartamento,-19736.0,-12621,1,0,1,0,Core staff,1,0
393,5029108,M,Y,N,1,315000.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-13230.0,-3643,1,0,0,1,Tech,3,0
394,5091400,F,N,N,0,135000.0,CLT/PJ,Ensino medio,Casado,Com os pais,-12278.0,-869,1,0,0,0,Prefiro não informar,2,0
395,5050768,F,N,N,2,337500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-10990.0,-2174,1,0,0,0,Core staff,4,0
396,5113420,F,N,N,1,157500.0,CLT/PJ,Ensino medio,Solteiro,Apartamento municipal,-12716.0,-5336,1,0,0,0,Core staff,2,0
397,5113132,F,Y,Y,0,360000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-19033.0,-3535,1,0,0,0,Vendas,2,0
398,5062670,F,Y,Y,1,135000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-14863.0,-4407,1,0,0,0,Gerente,3,0
399,5029352,M,Y,Y,0,270000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-10942.0,-412,1,0,0,0,Motorista,2,0
400,5105067,M,N,Y,0,157500.0,CLT/PJ,Superior incompleto,Casado,Casa/Apartamento,-13682.0,-453,1,1,1,0,Prefiro não informar,2,0
401,5143573,M,Y,N,0,157500.0,CLT/PJ,Superior incompleto,Casado,Com os pais,-9124.0,-960,1,1,0,0,Motorista,2,0
402,5045203,F,Y,Y,0,139500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-21009.0,365243,1,0,0,0,Prefiro não informar,2,0
403,5065673,F,N,N,0,135000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-11512.0,-4711,1,0,0,0,Prefiro não informar,1,0
404,5029544,F,Y,Y,1,133650.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-14596.0,-1965,1,0,0,0,Prefiro não informar,3,0
405,5045800,M,Y,Y,1,427500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11892.0,-2543,1,0,1,0,Motorista,3,0
406,5111159,F,Y,Y,1,81000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-10648.0,-1393,1,1,1,0,Core staff,3,0
407,5099957,F,Y,Y,1,225000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-11239.0,-460,1,0,0,0,Contador,3,0
408,5143360,F,N,Y,0,126000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-22811.0,-2234,1,1,1,0,Tech,2,0
409,5091753,M,Y,N,2,135000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-12725.0,-1631,1,0,0,0,Core staff,4,0
410,5117403,F,N,N,0,94500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-16758.0,-1619,1,0,0,0,Garçom/Barmen,2,0
411,5149319,F,Y,Y,1,180000.0,CLT/PJ,Ensino superior,Divorciado,Casa/Apartamento,-18838.0,-5981,1,0,0,0,Gerente,2,0
412,5137542,F,N,N,0,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18881.0,-3153,1,1,0,0,Cozinha,2,0
413,5095170,M,Y,Y,0,252000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-13796.0,-2682,1,0,0,0,Motorista,2,0
414,5090780,F,N,N,1,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-12047.0,-3443,1,0,0,0,Gerente,3,0
415,5092242,F,N,N,0,117000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-20754.0,-2330,1,0,0,0,Prefiro não informar,2,0
416,5068671,M,N,Y,0,247500.0,CLT/PJ,Superior incompleto,Casado,Casa/Apartamento,-9159.0,-413,1,0,0,0,Core staff,2,0
417,5143427,F,N,Y,0,180000.0,Pensionista,Ensino medio,Solteiro,Casa/Apartamento,-23431.0,365243,1,0,0,0,Prefiro não informar,1,0
418,5087994,M,Y,Y,1,180000.0,Associado Comercial,Superior incompleto,Uniao Estavel,Casa/Apartamento,-15547.0,-6645,1,0,0,0,Prefiro não informar,3,0
419,5052739,F,N,Y,2,180000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-10454.0,-505,1,0,0,1,Tech,4,0
420,5068747,F,N,N,0,157500.0,CLT/PJ,Ensino superior,Uniao Estavel,Com os pais,-13231.0,-201,1,0,0,0,Contador,2,0
421,5025029,F,N,N,0,135000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-20013.0,365243,1,0,0,0,Prefiro não informar,2,0
422,5149353,M,Y,Y,0,222626.83,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-12208.0,-3273,1,0,0,0,Contador,2,0
423,5022571,M,Y,Y,0,202500.0,Pensionista,Ensino superior,Casado,Casa/Apartamento,-21721.0,365243,1,0,0,0,Prefiro não informar,2,0
424,5024578,F,N,N,1,90000.0,CLT/PJ,Ensino medio,Casado,Com os pais,-10253.0,-1462,1,0,0,0,Funcionario,3,0
425,5058405,M,Y,Y,0,247500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-12843.0,-2609,1,0,0,0,Gerente,2,0
426,5041869,M,Y,N,0,99000.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-19433.0,-521,1,1,1,0,Core staff,2,0
427,5115894,M,Y,N,0,247500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-17455.0,-1321,1,0,0,0,Motorista,2,0
428,5062749,M,Y,N,1,202500.0,Servidor do Estado,Ensino superior,Casado,Casa/Apartamento,-13387.0,-2467,1,0,0,0,Prefiro não informar,3,0
429,5045611,F,N,Y,2,90000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11762.0,-716,1,0,0,0,Prefiro não informar,4,0
430,5113288,F,Y,Y,2,121500.0,CLT/PJ,Superior incompleto,Casado,Casa/Apartamento,-11327.0,-101,1,1,1,0,Core staff,4,0
431,5053003,F,Y,Y,0,157500.0,CLT/PJ,Superior incompleto,Casado,Casa/Apartamento,-9389.0,-1632,1,1,1,0,Prefiro não informar,2,0
432,5118038,F,N,N,2,121500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-11697.0,-614,1,0,0,0,RH,4,0
433,5091405,F,N,Y,0,135000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-17579.0,-1904,1,1,0,0,Funcionario,1,0
434,5137022,F,N,N,0,180000.0,Servidor do Estado,Ensino medio,Viuvo,Casa/Apartamento,-18181.0,-351,1,1,1,0,Funcionario,1,0
435,5117594,F,N,N,0,144000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-16898.0,-7310,1,1,1,0,Core staff,1,0
436,5085704,M,Y,Y,0,126000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-19474.0,365243,1,0,0,0,Prefiro não informar,2,0
437,5137292,M,Y,N,1,225000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15243.0,-7260,1,1,1,0,Tech,3,0
438,5038751,M,Y,Y,2,157500.0,Associado Comercial,Ensino superior,Casado,Com os pais,-14192.0,-626,1,0,0,0,Motorista,4,0
439,5099900,M,Y,Y,0,157500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-20341.0,-6853,1,0,0,0,Funcionario,2,0
440,5116676,M,Y,Y,3,270000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-13427.0,-458,1,1,0,0,Funcionario,5,0
441,5061321,F,Y,Y,1,261000.0,Servidor do Estado,Ensino superior,Casado,Casa/Apartamento,-15050.0,-1628,1,0,0,0,Gerente,3,0
442,5139410,F,Y,Y,2,135000.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-14439.0,-6094,1,1,0,0,Core staff,4,0
443,5048486,M,Y,Y,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-12992.0,-734,1,1,1,0,Motorista,2,0
444,5139658,F,N,Y,0,157500.0,Pensionista,Ensino fundamental,Casado,Casa/Apartamento,-23483.0,365243,1,0,0,0,Prefiro não informar,2,0
445,5091280,M,N,Y,1,103500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11822.0,-657,1,1,0,0,Funcionario,3,0
446,5023186,M,Y,Y,0,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17235.0,-2700,1,0,1,0,Core staff,2,0
447,5054307,M,N,N,1,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-10116.0,-880,1,0,0,0,Funcionario,3,0
448,5116879,F,N,N,0,112500.0,CLT/PJ,Ensino superior,Solteiro,Com os pais,-11061.0,-157,1,1,1,0,Tech,1,0
449,5050453,M,N,Y,1,231750.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14247.0,-135,1,0,0,0,Prefiro não informar,3,0
450,5022804,F,Y,Y,0,202500.0,CLT/PJ,Ensino superior,Viuvo,Casa/Apartamento,-11998.0,-1497,1,0,0,0,Gerente,1,0
451,5091374,M,Y,Y,0,247500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15366.0,-1266,1,1,1,0,Motorista,2,0
452,5135484,F,N,Y,0,135000.0,Servidor do Estado,Ensino superior,Solteiro,Apartamento municipal,-10660.0,-1935,1,0,0,0,Core staff,1,0
453,5054188,F,N,N,0,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11390.0,-515,1,0,1,0,Vendas,2,0
454,5054626,F,N,Y,0,112500.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-22034.0,365243,1,0,0,0,Prefiro não informar,1,0
455,5068548,M,Y,Y,0,117000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-19351.0,-1023,1,0,0,0,Funcionario,2,0
456,5053472,M,N,Y,0,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-18516.0,-2129,1,1,1,0,Auxiliar/Aprendiz,2,0
457,5105395,F,N,Y,0,135000.0,CLT/PJ,Superior incompleto,Solteiro,Casa/Apartamento,-10932.0,-575,1,0,0,0,Secretária,1,0
458,5029554,F,N,Y,0,103500.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-23751.0,365243,1,0,0,0,Prefiro não informar,1,0
459,5089722,F,N,N,0,315000.0,Associado Comercial,Ensino medio,Divorciado,Casa/Apartamento,-17617.0,-3262,1,1,1,1,Serviço Privado,1,0
460,5066562,F,N,N,0,180000.0,Associado Comercial,Superior incompleto,Casado,Com os pais,-8247.0,-430,1,1,0,1,Vendas,2,0
461,5062547,F,N,Y,3,247500.0,Associado Comercial,Superior incompleto,Casado,Casa/Apartamento,-12099.0,-2207,1,0,0,1,Prefiro não informar,5,0
462,5010203,M,Y,Y,0,135000.0,CLT/PJ,Ensino fundamental,Casado,Com os pais,-9981.0,-1866,1,0,0,1,Funcionario,2,0
463,5024665,F,N,Y,0,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14425.0,-4568,1,1,1,0,Funcionario,2,0
464,5089626,F,N,N,0,315000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-16188.0,-309,1,1,1,1,Vendas,2,0
465,5021373,F,N,Y,0,247500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-22100.0,-578,1,0,0,1,Gerente,2,0
466,5054699,M,Y,Y,0,157500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,,-6908,1,0,0,0,Funcionario,2,0
467,5051180,M,Y,N,1,222626.83,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-13086.0,-1931,1,0,1,0,Funcionario,3,0
468,5143515,F,N,Y,0,247500.0,Pensionista,Ensino medio,Solteiro,Casa/Apartamento,-23280.0,365243,1,0,0,0,Prefiro não informar,1,0
469,5018461,F,N,Y,1,166500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-20208.0,-8033,1,0,1,0,Prefiro não informar,3,0
470,5096300,F,N,N,1,112500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-9320.0,-2257,1,0,0,0,Tech,3,0
471,5148897,M,N,Y,0,90900.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-22233.0,365243,1,0,1,0,Prefiro não informar,2,0
472,5025047,F,Y,N,3,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11731.0,-3776,1,1,1,0,Prefiro não informar,5,0
473,5092164,F,Y,Y,0,45900.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-20282.0,365243,1,0,1,0,Prefiro não informar,1,0
474,5053143,M,N,Y,1,126000.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-12301.0,-140,1,0,1,0,Prefiro não informar,3,0
475,5038510,F,N,Y,0,103500.0,CLT/PJ,Superior incompleto,Casado,Casa/Apartamento,-11855.0,-4583,1,0,0,0,Funcionario,2,0
476,5023482,F,N,Y,1,119250.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15931.0,-4404,1,1,1,0,Core staff,3,0
477,5054099,M,Y,N,2,202500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-11736.0,-727,1,0,0,0,Motorista,4,0
478,5062713,F,N,Y,1,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-14510.0,-3805,1,0,0,0,Core staff,3,0
479,5088851,F,Y,Y,0,112500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-11353.0,-2316,1,0,0,1,Contador,2,0
480,5111117,F,N,Y,1,315000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-11602.0,-1455,1,0,0,0,Gerente,3,0
481,5118115,M,N,N,1,270000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-13538.0,-5422,1,1,1,0,Motorista,3,0
482,5024258,M,N,Y,0,162000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-11495.0,-581,1,0,0,0,Segurança,1,0
483,5113976,M,Y,N,0,270000.0,CLT/PJ,Superior incompleto,Casado,Casa/Apartamento,-11955.0,-893,1,1,1,1,Funcionario,2,0
484,5099907,F,N,Y,2,112500.0,CLT/PJ,Superior incompleto,Casado,Casa/Apartamento,-10927.0,-1860,1,0,0,0,Core staff,4,0
485,5092332,F,N,Y,0,58500.0,Pensionista,Ensino medio,Solteiro,Casa/Apartamento,-24946.0,365243,1,0,1,0,Prefiro não informar,1,0
486,5038932,F,N,Y,0,94500.0,Associado Comercial,Ensino superior,Divorciado,Casa/Apartamento,-14548.0,-6317,1,0,1,0,Medicina,1,0
487,5078924,M,N,Y,0,270000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-16116.0,-1000,1,0,1,0,Funcionario,2,0
488,5068390,F,Y,Y,1,270000.0,CLT/PJ,Ensino superior,Divorciado,Casa/Apartamento,-14052.0,-140,1,0,1,1,Vendas,2,0
489,5046036,F,Y,Y,0,99000.0,Pensionista,Ensino medio,Uniao Estavel,Casa/Apartamento,-21527.0,365243,1,0,0,0,Prefiro não informar,2,0
490,5033788,F,N,Y,1,315000.0,CLT/PJ,Ensino superior,Divorciado,Casa/Apartamento,-15738.0,-4766,1,1,1,0,Serviço Privado,2,0
491,5010781,F,Y,Y,1,157500.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-14474.0,-2259,1,0,0,1,Core staff,3,0
492,5022761,F,N,Y,0,180000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-9791.0,-1344,1,0,0,1,Vendas,2,0
493,5041980,F,N,N,0,211500.0,Associado Comercial,Ensino superior,Casado,Com os pais,-14636.0,-4690,1,1,1,0,Funcionario,2,0
494,5113854,M,N,N,0,202500.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-15323.0,-8290,1,1,0,0,Funcionario,1,0
495,5126612,F,Y,N,0,180000.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-20395.0,365243,1,0,1,0,Prefiro não informar,1,0
496,5132264,F,N,N,0,144000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,,-2052,1,0,1,0,Funcionario,2,0
497,5142136,F,N,N,2,144000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-17001.0,-5004,1,0,0,0,Medicina,4,0
498,5088163,F,N,Y,0,270000.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-12922.0,-923,1,0,0,0,Core staff,1,0
499,5146086,M,N,N,0,148500.0,CLT/PJ,Ensino medio,Solteiro,Apartamento municipal,-14122.0,-1193,1,0,0,1,Funcionario,1,0
500,5139553,F,Y,Y,2,157500.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-13584.0,-6337,1,0,1,0,Medicina,4,0
501,5041474,F,N,Y,0,90000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-9006.0,-793,1,0,0,1,Vendas,2,0
502,5025020,F,N,Y,0,148500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-21512.0,365243,1,0,0,0,Prefiro não informar,2,0
503,5118270,F,N,N,0,99000.0,CLT/PJ,Ensino medio,Casado,Com os pais,-19566.0,-5453,1,1,0,0,Medicina,2,0
504,5095324,F,N,Y,0,315000.0,Pensionista,Ensino medio,Viuvo,Casa/Apartamento,-22854.0,365243,1,0,1,0,Prefiro não informar,1,0
505,5142290,F,N,Y,1,162000.0,Servidor do Estado,Ensino superior,Uniao Estavel,Casa/Apartamento,-15027.0,-88,1,0,0,0,Contador,3,0
506,5148792,F,N,Y,0,202500.0,Associado Comercial,Ensino medio,Viuvo,Casa/Apartamento,-17450.0,-5495,1,0,0,0,Gerente,1,0
507,5062031,F,Y,Y,0,225000.0,CLT/PJ,Ensino superior,Solteiro,Casa/Apartamento,-9688.0,-593,1,0,1,1,Prefiro não informar,1,0
508,5088836,F,N,Y,0,612000.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-12563.0,-3715,1,0,0,1,Contador,2,0
509,5035418,F,N,Y,0,292500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-21111.0,-4816,1,0,0,0,Core staff,2,0
510,5089896,F,N,Y,0,67500.0,Pensionista,Ensino superior,Solteiro,Apartamento municipal,-23694.0,365243,1,0,0,1,Prefiro não informar,1,0
511,5137407,F,N,N,0,157500.0,CLT/PJ,Ensino superior,Divorciado,Casa/Apartamento,-17237.0,-3000,1,0,0,0,Medicina,1,0
512,5086060,F,N,Y,0,135000.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-20542.0,-9422,1,0,1,0,Core staff,2,0
513,5095117,F,N,Y,0,67500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-14240.0,-1586,1,0,0,0,Core staff,2,0
514,5067419,F,N,Y,0,144000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-23334.0,365243,1,0,0,0,Prefiro não informar,2,0
515,5041307,F,Y,Y,0,90000.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-23118.0,365243,1,0,1,0,Prefiro não informar,2,0
516,5146401,F,N,Y,0,112500.0,CLT/PJ,Ensino medio,Divorciado,Casa/Apartamento,-19682.0,-2104,1,1,0,0,Limpeza,1,0
517,5105137,F,N,Y,0,112500.0,CLT/PJ,Ensino medio,Solteiro,Casa/Apartamento,-9957.0,-1032,1,0,0,0,Funcionario,1,0
518,5053388,F,N,Y,0,135000.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-16300.0,-9698,1,0,0,1,Gerente,2,0
519,5146467,M,Y,N,0,360000.0,Servidor do Estado,Ensino superior,Casado,Casa/Apartamento,-9983.0,-1923,1,0,0,0,Prefiro não informar,2,0
520,5113082,F,N,Y,1,112500.0,CLT/PJ,Ensino superior,Solteiro,Casa/Apartamento,-15303.0,-1131,1,0,0,0,Core staff,2,0
521,5052755,M,N,Y,0,225000.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-10570.0,-1175,1,0,0,0,Gerente,2,0
522,5092436,F,Y,Y,0,112500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-19921.0,365243,1,0,1,0,Prefiro não informar,2,0
523,5022243,F,N,Y,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15231.0,-8375,1,0,0,1,Tech,2,0
524,5113020,M,Y,Y,0,202500.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-14622.0,-2199,1,0,0,0,Core staff,2,0
525,5058267,M,N,N,1,225000.0,Associado Comercial,Ensino medio,Casado,Com os pais,-17868.0,-1912,1,0,0,0,Motorista,3,0
526,5037247,M,Y,Y,2,112500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-12170.0,-926,1,0,0,0,Funcionario,4,0
527,5100461,M,Y,Y,1,202500.0,Associado Comercial,Ensino medio,Uniao Estavel,Casa/Apartamento,-12417.0,-2499,1,0,0,0,Tech,3,0
528,5096753,M,Y,N,0,328500.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-14897.0,-2654,1,1,1,0,Prefiro não informar,2,0
529,5091778,M,N,Y,2,112500.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-10874.0,-1174,1,1,0,0,Funcionario,4,0
530,5038569,M,Y,Y,0,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-19974.0,-230,1,0,1,0,Funcionario,2,0
531,5069169,M,Y,Y,0,135000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-10314.0,-962,1,0,0,1,Vendas,2,0
532,5065820,M,Y,Y,1,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,,-2276,1,0,0,0,Funcionario,3,0
533,5091048,F,N,Y,2,270000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-15438.0,-2197,1,0,0,1,Secretária,4,0
534,5097134,M,Y,Y,0,157500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-11382.0,-2468,1,1,1,0,Motorista,2,0
535,5097106,F,N,Y,0,193500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-21026.0,-11448,1,0,1,0,Prefiro não informar,2,0
536,5099877,F,Y,Y,0,103500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-21671.0,365243,1,0,1,0,Prefiro não informar,2,0
537,5033884,M,Y,Y,0,90000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-20063.0,-932,1,1,1,0,Core staff,2,0
538,5097024,M,Y,N,0,198000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-13643.0,-2956,1,0,0,0,Gerente,2,0
539,5010412,F,N,Y,0,202500.0,Pensionista,Ensino medio,Casado,Casa/Apartamento,-21854.0,365243,1,0,0,0,Prefiro não informar,2,0
540,5091144,M,Y,N,0,225000.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-10785.0,-1345,1,0,0,0,Prefiro não informar,2,0
541,5088503,M,Y,Y,0,72000.0,CLT/PJ,Ensino superior,Casado,Casa/Apartamento,-21897.0,-619,1,0,0,0,Segurança,2,0
542,5126142,M,Y,N,2,202500.0,CLT/PJ,Ensino medio,Casado,Casa/Apartamento,-15904.0,-3787,1,0,0,0,Funcionario,4,0
543,5067020,F,Y,Y,1,247500.0,CLT/PJ,Ensino medio,Uniao Estavel,Casa/Apartamento,-17152.0,-1253,1,0,0,1,Funcionario,3,0
544,5061076,M,Y,N,0,157500.0,Servidor do Estado,Ensino medio,Casado,Casa/Apartamento,-14926.0,-3242,1,1,0,0,Prefiro não informar,2,0
545,5126527,F,N,N,0,225000.0,Servidor do Estado,Ensino medio,Casado,Com os pais,-12269.0,-196,1,0,1,0,Medicina,2,0
546,5078931,M,N,N,0,112500.0,Associado Comercial,Ensino medio,Solteiro,Apartamento municipal,-15853.0,-298,1,0,1,0,Funcionario,1,0
547,5125471,M,Y,Y,1,450000.0,Associado Comercial,Ensino superior,Casado,Casa/Apartamento,-17437.0,-1748,1,0,0,0,Prefiro não informar,3,0
548,5025207,M,Y,Y,1,180000.0,Associado Comercial,Ensino medio,Casado,Casa/Apartamento,-9901.0,-124,1,0,0,0,Motorista,3,0
549,5042097,F,N,N,1,108000.0,CLT/PJ,Ensino medio,Divorciado,Casa/Apartamento,-14349.0,-4082,1,0,1,0,Prefiro não informar,2,0
550,5067653,F,N,Y,0,787500.0,Servidor do Estado,Ensino superior,Casado,Casa/Apartamento,-17203.0,-1431,1,0,0,1,Gerente,2,0
